epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,216.117,1.6268,2.94696,1.43888,0.94908,0.96667,0.98971,0.6693,1.06206,0.86642,0.99007,0.0001586,0.0001586,0.0001586
188,217.205,1.11806,1.07259,1.02939,0.93228,0.96667,0.98638,0.66862,1.06883,0.89421,0.98881,0.0001487,0.0001487,0.0001487
189,218.097,1.39272,1.37793,0.98378,0.93228,0.96667,0.98638,0.66862,1.06883,0.89421,0.98881,0.0001388,0.0001388,0.0001388
190,219.241,1.59878,1.36848,1.04029,0.92576,0.96667,0.98315,0.67526,1.07879,0.91538,0.9893,0.0001289,0.0001289,0.0001289
191,221.586,1.82981,1.33745,1.16952,0.92576,0.96667,0.98315,0.67526,1.07879,0.91538,0.9893,0.000119,0.000119,0.000119
192,223.061,1.58891,2.18813,1.08959,0.92116,0.96667,0.98315,0.65156,1.10165,0.93415,0.99243,0.0001091,0.0001091,0.0001091
193,224.498,2.30919,2.86171,1.14404,0.92116,0.96667,0.98315,0.65156,1.10165,0.93415,0.99243,9.92e-05,9.92e-05,9.92e-05
194,226.641,1.87731,1.67199,1.01322,0.90083,0.96667,0.98167,0.64916,1.11719,0.96043,0.99463,8.93e-05,8.93e-05,8.93e-05
195,227.676,1.31535,1.39088,1.03925,0.90083,0.96667,0.98167,0.64916,1.11719,0.96043,0.99463,7.94e-05,7.94e-05,7.94e-05
196,228.743,1.26513,1.61399,1.04355,0.85188,1,0.97771,0.64051,1.12406,0.95176,0.99576,6.95e-05,6.95e-05,6.95e-05
197,229.712,2.26361,2.38809,1.34532,0.85188,1,0.97771,0.64051,1.12406,0.95176,0.99576,5.96e-05,5.96e-05,5.96e-05
198,230.782,0.96179,1.13809,1.03994,0.90543,0.9576,0.97838,0.64559,1.11695,0.95451,0.99568,4.97e-05,4.97e-05,4.97e-05
199,231.882,2.30545,2.67822,1.59094,0.90543,0.9576,0.97838,0.64559,1.11695,0.95451,0.99568,3.98e-05,3.98e-05,3.98e-05
200,232.881,1.23514,1.20037,1.02011,0.84881,1,0.97638,0.64859,1.10823,0.95648,0.99486,2.99e-05,2.99e-05,2.99e-05
